address,area,balcony,cellar,city,contact_name,district,extra_costs,garden,immo_id,kitchen,lat,lng,media_count,price,private,rooms,sqm,title,url,zip_code
,,true,true,München,Alexander Bernhardt,Maxvorstadt,,false,116893916,true,,,15,799000,false,3,94.96,"IMMOXANDER: *Geräumige 3 Zi.-Whg. - Balkon, Einbauküche, Kellerabteil - in Top-Lage - 80335 München*",https://www.immobilienscout24.de/expose/116893916,80335
Arnulfstraße 150-152,,true,false,München,Team QUARTIER NEUHAUSEN,Neuhausen,,false,115676059,false,48.14702,11.53201,6,835000,false,3,78.24,Wohnglück in Neuhausen: Helle 3-Zimmer-Wohnung mit 2 Bädern und Süd-Loggia,https://www.immobilienscout24.de/expose/115676059,80634
,,false,false,München,Thomas Schippert,Schwanthalerhöhe,,false,117196842,false,,,9,636500,false,2,66,"Schwanthalerhöhe vom Feinsten: 2 Zi-Whg mit großem Balkon, 5. Stock m. Lift, TG-Parkplatz inkl.",https://www.immobilienscout24.de/expose/117196842,80339
,,true,true,München,Stephan Kunz,Schwabing-West,,false,115312017,false,,,11,799000,false,3,82,Stilvoll modernisierte Wohnung in ruhiger und sonniger Lage,https://www.immobilienscout24.de/expose/115312017,80797
Hanauer Straße 6,,true,true,München,Beratung  und Verkauf,Moosach,,false,116170181,false,48.17379,11.52889,8,759900,false,3,76.55,***Top-Grundriss*** Schöne Balkonwohng mit 3 Zimmern und großer Wohnküche,https://www.immobilienscout24.de/expose/116170181,80992
Paul-Gerhardt-Allee 6-14,,true,true,München,Vertriebsteam PANDION Vertriebsgesellschaft mbH,Obermenzing,,false,115397646,false,48.14751,11.49416,12,673900,false,3,77.47,PANDION PENTA 2.BA - Familienfreundliche 3-Zimmer-Wohnung mit Wintergarten und 2 modernen Bädern,https://www.immobilienscout24.de/expose/115397646,81245
Ortlerstr. 11,,false,false,München,Thomas Bletschacher,Sendling-Westpark,,false,114850421,false,48.12084,11.53179,5,868000,false,3,88.31,Klasse 3-Zimmerwohnung,https://www.immobilienscout24.de/expose/114850421,81373
Hansastraße 181,,true,true,München,Vincent Wiederhold,Sendling-Westpark,,false,116787386,false,48.11929,11.53474,12,849900,false,3,79.16,Perfekt geschnittene 3-Zimmer Wohnung mit 2 Bädern und Loggia in Sendling!,https://www.immobilienscout24.de/expose/116787386,81373
Schleißheimer Straße 321,,true,false,München,Niederlassung München,Milbertshofen,,false,111893864,false,48.18615,11.56589,6,649000,false,2,72.33,Gemütliche 2-Zimmer-Wohnung mit sonnigem Südbalkon in gut angebundener Lage im Münchner Norden,https://www.immobilienscout24.de/expose/111893864,80809
Berduxstraße 30,,true,true,München,Frau Margarethe Haugg und Herrn Wolfgang Füchsl,Obermenzing,,false,112064195,false,48.15244,11.48124,11,544700,false,2,67.19,"Viel Platz in 2-Zimmer-Wohnung im 3. OG, großes Bad mit Fenster - Westbalkon in Pasing-Obermenzing",https://www.immobilienscout24.de/expose/112064195,81245
Am Neudeck 10,,true,true,München,Birgit Demmel,Au,,false,115511976,false,48.12352,11.58346,8,934900,false,2,63.48,"HAUS MÜHLBACH - exklusive 2 Zi.-Whg. in der Au, Denkmal-AfA",https://www.immobilienscout24.de/expose/115511976,81541
Peter-Anders-Straße / Berduxstraße -,,true,false,München,,Obermenzing,,true,115673559,false,48.15303,11.4789,13,523500,false,2,65.91,"In Wohlfühlumgebung: Moderne 2-Zimmer-Wohnung mit elegantem, warmem Eichenparkett und Gartenterrasse",https://www.immobilienscout24.de/expose/115673559,81245
Hochstraße 75,,true,false,München,"Customer Support Projekt ""Hoch der Isar""",Haidhausen,,false,116757506,false,48.12227,11.58316,5,915000,false,2,60.74,2-Zimmer-Apartment an der Isar!,https://www.immobilienscout24.de/expose/116757506,81541
Berduxstraße 22,,true,false,München,Carsten Rittberg,Obermenzing,,false,116975248,false,48.15113,11.47842,9,867000,false,4,97.84,"Tolle 4-Zi.-Eigentumswohnung mit 3 Schlafzi., 2 Bädern und Loggia",https://www.immobilienscout24.de/expose/116975248,81245
