,address,area,balcony,cellar,city,contact_name,district,extra_costs,garden,immo_id,kitchen,lat,lng,media_count,price,private,rooms,sqm,title,url,zip_code
0,,,True,True,München (Kreis),Stefanie Geim,Haar,,False,115229888,False,,,16,575000.0,False,3.5,101.0,Familienwohnen im Herzen von Haar! Großzügige Balkonwohnung sucht ihre neuen Bewohner!,https://www.immobilienscout24.de/expose/115229888,85540
1,,,True,True,München (Kreis),Jessica Wagner,Kirchheim bei München,,False,114358946,True,,,10,698000.0,False,4.0,145.0,Heimstetten/Räterpark! Helle 4-Zi-Wohnung mit 177m² Südterrasse! 500m zur S-Bahn (S2)!,https://www.immobilienscout24.de/expose/114358946,85551
2,Pasinger Straße 18,,True,True,München (Kreis),Beratung und Verkauf,Gräfelfing,,False,114953035,False,48.11758,11.43972,6,880650.0,False,3.0,85.5,Hell & freundlich! Perfekte 3-Zimmer-Wohnung mit 2 Balkonen und hoher Lebensqualität,https://www.immobilienscout24.de/expose/114953035,82166
3,Weidachstr. 7,,True,True,München (Kreis),José Ferreira,Garching bei München,,False,115207968,True,48.24286,11.65782,9,599000.0,False,3.0,98.0,2-Zimmerwohnung mit zusätzlicher ELW! Terrassentraum für Liebhaber!,https://www.immobilienscout24.de/expose/115207968,85748
4,,,True,False,München (Kreis),Dirk Beiling,Höhenkirchen-Siegertsbrunn,,False,114947877,False,,,4,638000.0,False,3.0,83.0,MÜNCHEN-HÖHENKIRCHEN: LINDEN 11!,https://www.immobilienscout24.de/expose/114947877,85635
5,Robert-Koch-Str. 27,,True,True,München (Kreis),Markus Hallmann,Ottobrunn,,False,115294976,False,48.05257,11.66037,10,752400.0,False,3.0,79.77,Attraktiver Wohn- und Lebensraum bei München! Erstklassige 3-Zimmer-Wohnung mit großzügiger Terrasse,https://www.immobilienscout24.de/expose/115294976,85521
6,Riegerweg 12,,True,False,München (Kreis),Christian  Matzke,Taufkirchen,,False,115372283,False,48.04675,11.62703,9,699000.0,False,3.0,83.93,Barrierefreie 3 Zimmer Wohnung,https://www.immobilienscout24.de/expose/115372283,82024
7,,,True,True,München (Kreis),Barbara Bednarska,Unterschleißheim,,False,111904954,True,,,6,265000.0,False,2.5,76.98,"Gepflegt, sonnenhell, geräumig!",https://www.immobilienscout24.de/expose/111904954,85716
8,In der Knackenau 21,,True,True,München (Kreis),Forouzandeh Walterscheid,Grünwald,,False,101242820,False,48.03885,11.51924,4,595000.0,False,4.0,90.0,Grün und jedoch stadtnah? Renovierungsbedürftige Wohnung zur Eigennutzung oder als Kapitalanlage,https://www.immobilienscout24.de/expose/101242820,82031
9,,,True,True,München (Kreis),Engel & Völkers München Nord/Ost,Ismaning,,False,114935785,True,,,4,494000.0,False,2.0,63.0,ENGEL & VÖLKERS - Es gibt noch Traumwohnungen!,https://www.immobilienscout24.de/expose/114935785,85737
10,,,True,True,München (Kreis),Kerstin Höcht,Unterföhring,,False,113917126,True,,,18,478000.0,False,2.5,70.0,Wohnhighlight mit ca. 11 m² großer Süd-Loggia - Nähe S-Bahn,https://www.immobilienscout24.de/expose/113917126,85774
11,,,True,True,München (Kreis),Harald Galwas,Unterschleißheim,,False,114088320,False,,,12,399500.0,False,3.5,89.0,"GI** HOCHPARTERRE! Schöne 3,5-Zi.-Whg. in Unterschleißheim",https://www.immobilienscout24.de/expose/114088320,85716
12,,,True,True,München (Kreis),,Taufkirchen,,False,114800149,False,,,11,358500.0,False,2.0,62.5,Helle Dachgeschosswohnung mit viel Flair in Alt-Taufkirchen...,https://www.immobilienscout24.de/expose/114800149,82024
13,,,True,False,München (Kreis),,Haar,,False,113557883,False,,,3,757000.0,False,2.0,94.0,Diese traumhafte 2-Zi-Wohnung MÜSSEN Sie persönlich gesehen haben...,https://www.immobilienscout24.de/expose/113557883,85540
14,Birkenstraße 5,,True,True,München (Kreis),,Unterföhring,,False,110191805,False,48.19611,11.64643,11,730000.0,False,3.0,80.71,B05 L|I|V|I|N|G - Unterföhring - Sonnige Südwohnung mit großem Balkon und Tageslichtbad,https://www.immobilienscout24.de/expose/110191805,85774
15,,,True,False,München (Kreis),,Unterhaching,,False,115166738,True,,,14,519000.0,False,4.0,106.0,"Brück Immbilien - Freie, ansprechende 4 Zi.-ETW mit Süd- + West-Loggia und herrlichem Bergblick",https://www.immobilienscout24.de/expose/115166738,82008
16,,,True,True,München (Kreis),Klaus Mühlbauer,Unterschleißheim,,False,114600089,True,,,25,565000.0,False,3.0,92.0,**** Bestlage in Unterschleißheim - 3 -Zimmer Wohnung mit windgeschützter Loggia***,https://www.immobilienscout24.de/expose/114600089,85716
17,,,True,True,München (Kreis),Manfred Wieser,Unterschleißheim,,False,115302710,True,,,9,700000.0,False,4.0,93.3,+ + + Seltene Gelegenheit für Anspruchsvolle + + +,https://www.immobilienscout24.de/expose/115302710,85716
18,,,False,False,München (Kreis),Annette Nevries,Unterschleißheim,,False,113624997,True,,,17,577000.0,False,3.5,180.0,"Individuelles Loft zum Wohnen, Arbeiten oder beides",https://www.immobilienscout24.de/expose/113624997,85716
19,Erdinger Straße 2,,True,True,München (Kreis),Patrick Windisch,Ismaning,,False,115283656,False,48.25326,11.69624,10,965000.0,False,4.0,121.6,Architektur trifft Natur! Traumhafte Gartenwohnung mit großem Grundstück!,https://www.immobilienscout24.de/expose/115283656,85737
20,Gartenstr. 2,,True,True,München (Kreis),Anton  Hierhammer,Unterföhring,,False,114032396,False,48.1938,11.64231,3,598500.0,False,2.0,63.19,+++ Sonnige Dreizimmerwohnung in TOP-Lage +++,https://www.immobilienscout24.de/expose/114032396,85774
21,Max-Reger-Str. 2,,True,True,München (Kreis),Stefan Eckert,Pullach im Isartal,,False,115219725,False,48.05789,11.51706,15,485000.0,False,2.0,72.0,Zentral gelegene 2-Zimmer-Wohnung in Pullach Teilrenovierungsbedürftig,https://www.immobilienscout24.de/expose/115219725,82049
22,,,False,False,München (Kreis),Horst Wettig,Ottobrunn,,False,111498279,True,,,15,599999.0,False,2.5,87.5,Ottobrunn - traumhafte 2-Zimmer-Wohnung mit Wintergarten plus 80 m² Dachgarten,https://www.immobilienscout24.de/expose/111498279,85521
23,,,True,True,München (Kreis),Herbert Wohlfahrt,Ottobrunn,,False,112219111,False,,,4,932000.0,False,3.0,109.39,AIGNER - 3-Zimmer Etagenwohnung mit großer überdachter Loggia zum Wohlfühlen in bester Lage,https://www.immobilienscout24.de/expose/112219111,85521
24,,,True,False,München (Kreis),Maren von Molitor,Grünwald,,False,115372310,True,,,12,470000.0,False,2.0,63.0,Bezugsfreie 2-Zimmer-Wohnung in absolut ruhiger Lage,https://www.immobilienscout24.de/expose/115372310,82031
25,,,False,True,München (Kreis),Peter Eppelsheimer,Ottobrunn,,False,115365255,False,,,6,490000.0,False,3.0,84.0,Großzügige 3-Zimmer-Wohnung mit zwei TG-Stellplätzen zum Selbstbezug,https://www.immobilienscout24.de/expose/115365255,85521
26,,,True,True,München (Kreis),Lars Nummer,Ottobrunn,,True,115362942,False,,,4,899000.0,False,3.0,120.6,Ⓒhic & Ⓝeu. Ihr Neubau-Dachgeschosstraum im Rosengarten!,https://www.immobilienscout24.de/expose/115362942,85521
27,,,True,True,München (Kreis),Lars Nummer,Ottobrunn,,False,115362846,False,,,4,499000.0,False,2.0,64.21,Ⓒhic & Ⓝeu. Ihr Neubau-Traum im Rosengarten!,https://www.immobilienscout24.de/expose/115362846,85521
28,,,True,True,München (Kreis),Lars Nummer,Ottobrunn,,True,115313128,False,,,5,749000.0,False,4.0,99.3,Ⓒhic & Ⓝeu. Ihr Neubau-Gartentraum im Rosengarten!,https://www.immobilienscout24.de/expose/115313128,85521
29,Ottenburgerstr.  00,,True,True,München (Kreis),Claudia Grüning Immobilien,Unterschleißheim,,True,114511780,True,48.263659999999994,11.5869,16,359000.0,False,2.5,69.14,"Gemütliche 2,5 Zi. Gartenwohnung in Lohhof Süd  ",https://www.immobilienscout24.de/expose/114511780,85716
30,,,True,True,München (Kreis),"Raphael Ternes, VK",Neubiberg,,False,114142290,True,,,14,399000.0,False,2.0,68.0,"elvirA! Neubiberg, schöne 2-Zimmer Dachgeschoßwohnung mit Galerie und Südbalkon",https://www.immobilienscout24.de/expose/114142290,85579
31,,,True,True,München (Kreis),Michael Georg,Neubiberg,,True,113553837,True,,,26,519000.0,False,2.0,75.9,SONNIG - SOLIDE - STADTNAH,https://www.immobilienscout24.de/expose/113553837,85579
32,,,True,False,München (Kreis),Achim Stark,Unterschleißheim,,False,113188995,True,,,14,449900.0,False,3.0,74.1,TOP KAPITALANLAGE inkl. TG und kurzem Weg zur S-Bahn,https://www.immobilienscout24.de/expose/113188995,85716
33,,,True,False,München (Kreis),Walter Schuler,Taufkirchen,,False,114877104,False,,,12,589000.0,False,2.5,84.5,Gepflegtes Wohnen in Alt-Taufkirchen,https://www.immobilienscout24.de/expose/114877104,82024
34,Saarlandstr. 29,,True,True,München (Kreis),Marco Eckart,Grasbrunn,,True,115346805,False,48.09564,11.76126,4,593300.0,False,3.0,83.09,TOP-NEUBAU-3 Zimmer-Maisonette-Wohnung mit großem Gartenanteil in Neukeferloh,https://www.immobilienscout24.de/expose/115346805,85630
35,,,True,True,München (Kreis),Ursula Aken,Ottobrunn,,False,115216334,True,,,26,925000.0,False,4.0,135.13,"MODERNISIERTES REIHENMITTELHAUS - 4(5)+1 Zimmer, 2 Bäder, WC, Markenküche",https://www.immobilienscout24.de/expose/115216334,85521
36,Zunftstraße 2,,True,False,München (Kreis),Erich Schneider,Haar,,False,112827087,False,48.108000000000004,11.738539999999999,23,757500.0,False,3.0,100.81,Lichtdurchfluteter Dachgeschoss-Traum - Großzügige 3-Zimmer Maisonettewohnung mit 2 Balkonen,https://www.immobilienscout24.de/expose/112827087,85540
37,,,True,True,München (Kreis),  Privatangebot,Unterschleißheim,,False,114490722,True,,,13,674000.0,False,3.0,89.7,"Neuwertige, barrierefreie 3-Zimmer Wohnung",https://www.immobilienscout24.de/expose/114490722,85716
38,,,True,True,München (Kreis),Astrid Schneider,Haar,,False,115091698,True,,,9,385000.0,False,2.0,62.0,"Sonnige, vermietete 2-Zimmer-Maisonettewohnung in Haar (S6)",https://www.immobilienscout24.de/expose/115091698,85540
39,,,True,True,München (Kreis),Sonja B. Fricke,Unterhaching,,False,115153358,True,,,28,479000.0,False,3.0,83.0,ZENTRUMSNAH UND DENNOCH RUHIG ! - WOHNUNG MIT ZWEI BALKONEN INCL. EBK,https://www.immobilienscout24.de/expose/115153358,82008
40,,,True,True,München (Kreis),Martin Weiß,Taufkirchen,,True,114864751,True,,,13,995000.0,False,3.0,154.0,Dachterrassen-Penthouse in Taufkirchen,https://www.immobilienscout24.de/expose/114864751,82024
41,,,False,True,München (Kreis),Angela Bergmann,Unterschleißheim,,False,114669105,True,,,20,550000.0,False,4.0,104.4,"+++HAUS IM HAUS WOHNUNG+++
"" in gepflegter Anlage in Unterschleißheim """,https://www.immobilienscout24.de/expose/114669105,85716
42,,,True,True,München (Kreis),Christoph Fischer,Neubiberg,,False,114656818,True,,,18,449000.0,False,3.0,81.0,Ruhig gelegene Eigentumswohnung mit Tiefgaragenstellplatz im Münchener Süden!,https://www.immobilienscout24.de/expose/114656818,85579
43,,,True,True,München (Kreis),KENSINGTON Finest Properties München GmbH,Planegg,,False,114342202,True,,,20,649000.0,False,3.0,101.0,"Erstbezug nach Komplettsanierung!
Bezugsfreie 3-Zimmer Wohnung mit umlaufendem Balkon in Planegg",https://www.immobilienscout24.de/expose/114342202,82152
44,,,False,False,München (Kreis),Raiffeisenbank München Süd eG Patrick Csallner,Pullach im Isartal,,False,113607456,False,,,15,795000.0,False,4.0,120.0,Modernisierte Maisonette-Wohnung mit zwei großen Süd-Terrassen und eigenem Garten nahe Pullach,https://www.immobilienscout24.de/expose/113607456,82049
45,Blumenstr. 21 bis 29,,False,True,München (Kreis),Heike Borchers,Haar,,False,113721802,True,48.11241,11.7166,23,597800.0,False,3.5,83.6,***Heike Borchers Immobilien***Wohlfühl(t)raum mit atemberaubender Dachterrasse***,https://www.immobilienscout24.de/expose/113721802,85540
46,,,True,True,München (Kreis),Heide Gmeinwieser,Neuried,,True,109859969,True,,,26,945000.0,False,4.0,126.0,WALSER: Premium Living im Chalet-Stil: Luxuriöse 4-Zimmer-Gartenwohnung inkl. Home-Spa,https://www.immobilienscout24.de/expose/109859969,82061
47,Münchner Straße 18,,True,True,München (Kreis),Nicola Layenberger,Höhenkirchen-Siegertsbrunn,,True,110368168,False,48.02053,11.70838,11,799000.0,False,4.0,117.5,"Helle, moderne Gartenwohnung",https://www.immobilienscout24.de/expose/110368168,85635
48,,,True,True,München (Kreis),Lars Nummer,Ottobrunn,,True,115312248,True,,,14,779000.0,False,4.5,213.0,Ⓒharismatisch & Ⓝeuzeitlich. Seltenes Traumloft!,https://www.immobilienscout24.de/expose/115312248,85521
49,,,True,True,München (Kreis),Uwe Förster,Unterschleißheim,,False,114970042,False,,,5,560000.0,False,3.0,75.0,Wohnung sucht Kapitalanleger,https://www.immobilienscout24.de/expose/114970042,85716
50,,,True,False,München (Kreis),Marcel Meier,Unterhaching,,False,114964455,True,,,6,465000.0,False,3.0,73.0,TOP geschnittene 3-Zimmerwohnung,https://www.immobilienscout24.de/expose/114964455,82008
51,,,True,True,München (Kreis),Mario Wilhelm Rodenhausen,Putzbrunn,,False,114867172,False,,,21,365000.0,False,4.0,82.43,Helle 3-4 Zimmer Wohnung in Putzbrunn,https://www.immobilienscout24.de/expose/114867172,85640
52,,,True,True,München (Kreis),Anna Maria Grohmann-Velchev,Ottobrunn,,True,113927585,True,,,26,525000.0,False,3.5,128.42," Großzügige 3,5-Zi-ETW mit uneinsehbaren Garten & Freischwimmbad & Baudenkmal & Erbbaurecht",https://www.immobilienscout24.de/expose/113927585,85521
53,,,True,True,München (Kreis),Heike Borchers,Unterhaching,,False,114802274,True,,,21,259000.0,False,3.0,77.83,***Heike Borchers Immobilien***Gelegenheit für Immobilienfüchse***Erbpacht!,https://www.immobilienscout24.de/expose/114802274,82008
54,,,False,True,München (Kreis),Herbert Wohlfahrt,Kirchheim bei München,,False,115287979,False,,,4,420000.0,False,3.0,68.0,AIGNER - Schöne 3- Zimmer-Gartenwohnung als Kapitalanlage,https://www.immobilienscout24.de/expose/115287979,85551
55,,,True,True,München (Kreis),Johannes Schöpfer,Haar,,True,115186451,False,,,16,850000.0,False,3.0,80.17,"Eigentumswohnung mit ca. 124,67 m² Wohnnutzfläche und großem Gartenanteil",https://www.immobilienscout24.de/expose/115186451,85540
56,,,True,False,München (Kreis),,Ottobrunn,,False,115036403,True,,,22,599000.0,False,4.0,100.49,"Schöne 4-Zimmer Wohnung mit Balkon, Aufzug und TG in Ottobrunn",https://www.immobilienscout24.de/expose/115036403,85521
57,,,True,True,München (Kreis),,Pullach im Isartal,,True,114068330,True,,,7,485000.0,False,2.0,75.0,1Grundmehr. - Großzügige 2-Zimmer-Wohnung mit sonniger Süd-/ Westbalkon im Ortszentrum,https://www.immobilienscout24.de/expose/114068330,82049
58,,,True,False,München (Kreis),Nicole Zimmer,Höhenkirchen-Siegertsbrunn,,False,114464518,True,,,15,549000.0,False,4.0,98.0,"Großzügige 4ZKB Wohnung in zentraler, ruhiger Lage von Höhenkirchen - frei -",https://www.immobilienscout24.de/expose/114464518,85635
59,,,True,True,München (Kreis),Desirée Schmidt,Taufkirchen,,True,112828526,False,,,3,635000.0,False,3.0,72.0,Neubau Wohnung am Waldrand,https://www.immobilienscout24.de/expose/112828526,82024
60,,,True,False,München (Kreis),Alexander Georgi,Ottobrunn,,False,114829213,False,,,10,397000.0,False,2.0,60.0,Erstbezug nach Sanierung: helle 2-Zimmer-Wohnung (EG),https://www.immobilienscout24.de/expose/114829213,85521
61,,,True,False,München (Kreis),Jan Hansen,Pullach im Isartal,,True,114738390,True,,,7,632000.0,False,4.0,76.04,AIGNER - 4-Zimmer Maisonette Wohnung im malerischen Pullach,https://www.immobilienscout24.de/expose/114738390,82049
62,,,True,True,München (Kreis),Michael Zeller,Pullach im Isartal,,False,114544753,True,,,7,695000.0,False,3.0,82.18,AIGNER - Top kernsanierte Maisonettewohnung in Bestlage Pullach,https://www.immobilienscout24.de/expose/114544753,82049
63,,,True,True,München (Kreis),Steven Möbes,Taufkirchen,,False,111619826,False,,,7,430000.0,False,3.0,120.31,"Penthouse mit Nießbrauch - heute kaufen, später einziehen!",https://www.immobilienscout24.de/expose/111619826,82024
64,Wolfratshauser Str. 88d,,True,True,München (Kreis),Alexander Stumpf,Pullach im Isartal,,False,112687265,False,48.04902,11.5076,28,440000.0,False,3.0,74.8,3 Zimmer - 2 Balkone - Pullach - vermietet,https://www.immobilienscout24.de/expose/112687265,82049
65,,,True,False,München (Kreis),Arno Schmidt,Ottobrunn,,False,115153748,False,,,17,459000.0,False,3.0,88.0,Exklusive helle 3-Zimmer-Hochparterre-Wohnung mit Balkon,https://www.immobilienscout24.de/expose/115153748,85521
66,Am Stutenanger 6,,True,True,München (Kreis),,Oberschleißheim,,False,112961286,False,48.255390000000006,11.551789999999999,10,295100.0,False,2.5,63.43,** sichere Anlage mit Potenzial ** Ohne Käufer-Provision! **,https://www.immobilienscout24.de/expose/112961286,85764
67,Lanzenhaarerstr. 1b,,True,False,München (Kreis),Florian Boos,Oberhaching,,True,114303221,True,48.02531,11.59607,10,640200.0,False,3.0,106.7,Gut geschnittene EG Wohnung mit Süd-Garten + 2.Terrasse  im Herzen von  Oberhaching,https://www.immobilienscout24.de/expose/114303221,82041
68,,,True,True,München (Kreis),Wolfgang Zass ImmoFachwirt,Oberschleißheim,,False,114712609,True,,,29,465000.0,False,3.0,77.29,Wunderbare 3-Zimmer Wohnung mit Südwest-Balkon (Nähe S-Bhf.) & Tiefgarage,https://www.immobilienscout24.de/expose/114712609,85764
69,,,False,False,München (Kreis),Horst Wettig,Aschheim,,True,114282761,True,,,16,699000.0,False,5.0,110.0,"5 Zi ETW mit 3 Terrassen, 2 TG Plätzen und großem Gartenanteil",https://www.immobilienscout24.de/expose/114282761,85609
70,,,True,True,München (Kreis),Heike Borchers,Taufkirchen,,False,115151182,True,,,22,443800.0,False,3.0,68.6,***Heike Borchers Immobilien***Perfekter Grundriss mit viel Tageslicht***Alt-Taufkirchen***,https://www.immobilienscout24.de/expose/115151182,82024
71,,,True,True,München (Kreis),,Unterschleißheim,,False,115240067,False,,,4,496000.0,False,3.0,80.0,3-Zimmer-Maisonette-Wohnung in kleiner Wohnanlage in Unterschleißheim,https://www.immobilienscout24.de/expose/115240067,85716
72,,,True,True,München (Kreis),,Aying,,False,114580741,True,,,19,675000.0,False,4.0,122.0,Traumhafte 4-Zimmer-Maisonette-Wohnung im südlichen Landkreis München,https://www.immobilienscout24.de/expose/114580741,85653
73,,,True,True,München (Kreis),Isabella Schuster,Unterhaching,,True,110683254,False,,,18,763000.0,False,4.0,105.0,"Haus im Haus! Stumpfwiese, Malvenweg - 4 Zimmer 105 m², Garten und Garagenstellplatz",https://www.immobilienscout24.de/expose/110683254,82008
74,Alte Landstraße 10,,True,True,München (Kreis),,Ottobrunn,,False,114338808,True,48.07287,11.65526,25,879000.0,False,5.0,110.0,Mehr Platz fürs Leben. Neuwertige 5-Zimmer-Wohnung | Direkt am Amalienwald,https://www.immobilienscout24.de/expose/114338808,85521
75,Hochstraße 7F,,True,True,München (Kreis),Dominik Wagner,Taufkirchen,,True,114708870,True,48.04027,11.62238,17,949000.0,True,4.0,110.0,*PROVISIONSFREI* Exklusive & gepflegte 4-Zimmer-Wohnung mit 172 m² Wohn-/Nutzfläche,https://www.immobilienscout24.de/expose/114708870,82024
76,,,True,True,München (Kreis),Astrid Bressel-Rohleder,Unterhaching,,False,109548312,True,,,14,419000.0,False,3.0,75.0,Sonnige 3-Zimmer-Eigentumswohnung in Unterhaching,https://www.immobilienscout24.de/expose/109548312,82008
77,,,True,True,München (Kreis),Marc Grewe,Kirchheim bei München,,False,114604836,True,,,7,695000.0,False,5.0,122.0,Großzügige Maisonettewohnung in ruhiger Lage,https://www.immobilienscout24.de/expose/114604836,85551
78,,,True,False,München (Kreis),Ulrike Müller,Ismaning,,True,114155399,False,,,12,380000.0,True,2.0,74.0,Gepflegte 2-Zimmer-EG-Wohnung mit Terrasse und Gartenanteil in Ismaning,https://www.immobilienscout24.de/expose/114155399,85737
79,,,True,True,München (Kreis),Büro München,Unterschleißheim,,False,115310197,True,,,9,180000.0,False,2.0,60.0,Perfekte S-Bahn Anbindung - Erbbaurecht,https://www.immobilienscout24.de/expose/115310197,85716
80,,,True,True,München (Kreis),Kerstin Baach-Schäfer,Pullach im Isartal,,False,115303261,True,,,15,885000.0,False,4.0,122.5,+++ Wohnen mit Flair! Stilvolle Wohnung in exklusiver und ruhiger Lage +++,https://www.immobilienscout24.de/expose/115303261,82049
81,,,True,True,München (Kreis),Ralph Schäfer,Grünwald,,False,115303219,True,,,30,885000.0,False,4.0,122.5,+++ Beliebte und ruhiger Lage von Grünwald - Stilvoll Leben - ETW mit Flair - Anliegerstrasse +++,https://www.immobilienscout24.de/expose/115303219,82031
82,Riemenschneiderstr. 3,,True,True,München (Kreis),,Ottobrunn,,False,115295563,True,48.065529999999995,11.68956,3,490000.0,True,3.0,70.05,Provisionsfrei - Attraktive helle 3-Zimmer-Wohnung mit Balkon und TG in Ottobrunn,https://www.immobilienscout24.de/expose/115295563,85521
83,,,True,False,München (Kreis),Robert Heimhuber,Haar,,False,115291934,True,,,10,388000.0,False,3.0,68.0,Freie & ruhig gelegene 3 Zimmerwohnung in Haar,https://www.immobilienscout24.de/expose/115291934,85540
84,,,True,True,München (Kreis),Fritz N. Osterried,Ottobrunn,,False,115269702,True,,,18,495000.0,False,3.5,80.0,"3,5 Zi-Erdgeschoss-Wohnung mit Terrasse und Gartennutzung in Ottobrunn (S7)",https://www.immobilienscout24.de/expose/115269702,85521
85,Zugspitzstrasse 4,,True,True,München (Kreis),,Kirchheim bei München,,False,115268376,True,48.16218,11.759739999999999,5,680000.0,False,4.0,95.0,4 Zi ETW Kirchheim-Heimstetten,https://www.immobilienscout24.de/expose/115268376,85551
86,,,True,False,München (Kreis),Kristina Grosse,Sauerlach,,False,115236799,False,,,6,649000.0,False,5.0,127.5,MUTZHAS - Ideal für die junge Familie! 5-Zimmer-Maisonette-Wohnung in Sauerlach,https://www.immobilienscout24.de/expose/115236799,82054
87,,,True,False,München (Kreis),Lukas Kemmer,Oberschleißheim,,False,115221154,True,,,7,595000.0,False,3.0,91.0,MUTZHAS - Einziehen und Wohlfühlen! Exklusive Wohnung in Oberschleißheim,https://www.immobilienscout24.de/expose/115221154,85764
88,Putzbrunner Straße 1,,True,True,München (Kreis),Nikolaus Beiler,Ottobrunn,,False,115219383,False,48.06565,11.66135,6,359000.0,False,2.0,70.1,Kapitalanlage - Im Herzen Ottobrunns gut geschnittene 2-Zimmer Wohnung mit Loggia,https://www.immobilienscout24.de/expose/115219383,85521
89,,,True,True,München (Kreis),Valentine Insam,Ottobrunn,,False,115200690,True,,,10,510000.0,False,3.5,81.2,"Wunderschön modernisierte 3,5-Zimmer-Wohnung mit Südwest-Balkon in Ottobrunn",https://www.immobilienscout24.de/expose/115200690,85521
90,,,True,True,München (Kreis),Sebastian Foisel,Unterschleißheim,,False,115183417,True,,,8,499000.0,False,2.0,66.74,Helle und gut geschnittene 2-Zimmer-Eigentumswohnung mit großer Dachterrasse in Unterschleißheim,https://www.immobilienscout24.de/expose/115183417,85716
91,,,True,True,München (Kreis),Kristian Budimir,Aschheim,,True,114896826,False,,,13,599000.0,False,4.0,105.0,WOHNUNG MIT GARTENANTEIL  ASCHHEIM BEI MÜNCHEN,https://www.immobilienscout24.de/expose/114896826,85609
92,Heidenheimer-Str. xx,,True,True,München (Kreis),,Garching bei München,,False,114819306,True,48.24599,11.61512,16,530000.0,True,3.5,85.5,"Sehr schöne 3,5-Zimmer-Wohnung mit 85,5m², wird kpl. möbliert verkauft. inkl. Einbauküche + Stellpla",https://www.immobilienscout24.de/expose/114819306,85748
93,,,True,True,München (Kreis),"Gerd Maier,  D. Nahmmacher",Planegg,,False,114796157,True,,,6,429000.0,False,3.0,83.13,Raumwunder in Planegg zur Kapitalanlage ,https://www.immobilienscout24.de/expose/114796157,82152
94,,,True,False,München (Kreis),Markus Dohr,Oberschleißheim,,False,114657993,False,,,21,788000.0,False,5.0,126.5,Viel Platz für die ganze Familie,https://www.immobilienscout24.de/expose/114657993,85764
95,,,True,True,München (Kreis),Maximilian Schmidt,Grasbrunn,,False,114654730,False,,,12,495000.0,False,3.0,88.0,Hell + Ruhig + Gemütlich • 3-Zi-Dachwohnung in Grasbrunn,https://www.immobilienscout24.de/expose/114654730,85630
96,Cramer-Klett-Str. 2,,True,True,München (Kreis),Albrecht Pscheidt,Neubiberg,,False,114611494,True,48.071709999999996,11.67746,13,450000.0,False,3.0,78.0,Familienfreundliche 3-Zi-Wohnung in Neubiberg,https://www.immobilienscout24.de/expose/114611494,85579
97,,,True,False,München (Kreis),Valentin Ederer,Planegg,,False,114527425,True,,,9,520000.0,False,3.0,84.7,Gepflegte 3-Zimmer-Eigentumswohnung in ruhiger Lage von Planegg,https://www.immobilienscout24.de/expose/114527425,82152
98,,,True,True,München (Kreis),Maximilian Lippka,Neuried,,True,114488550,True,,,20,895000.0,False,4.0,135.03,"MÜNCHNER IG: Premium-Luxus-Loft (3,50m Decken) mit exklusiver Austattung auf ca. 182m² Fläche !",https://www.immobilienscout24.de/expose/114488550,82061
99,,,True,True,München (Kreis),Maximilian Lippka,Neuried,,True,114488544,True,,,20,895000.0,False,4.0,135.03,"MÜNCHNER IG: Exklusive, loftartige Immobilie mit Luxus-Ausstattung und 182m² Gesamtfläche!",https://www.immobilienscout24.de/expose/114488544,82061
100,Am Markt 1 b,,True,False,München (Kreis),Dipl.-BW (FH) Harald Palzer,Sauerlach,,True,114291667,False,47.971579999999996,11.66121,8,595000.0,False,4.0,89.0,"Sonnige 3-Zimmer-EG-Wohnung mit zusätzlichem Hobbyraum, 2 Bädern, Gartenanteil und TG",https://www.immobilienscout24.de/expose/114291667,82054
101,,,True,True,München (Kreis),Kristian Budimir,Aschheim,,False,114261009,True,,,17,719000.0,False,3.0,104.0,Große 3 Zimmer Wohnung mit Einbauküche sofort frei,https://www.immobilienscout24.de/expose/114261009,85609
102,,,True,False,München (Kreis),Dominik Deuschinger,Ismaning,,False,114142346,True,,,9,600000.0,False,4.0,97.0,4-Zimmer-Wohnung mit guter Aufteilung und separatem Hobbyraum in Ismaning,https://www.immobilienscout24.de/expose/114142346,85737
103,Münchner Str. 22,,True,True,München (Kreis),Dipl.-BW (FH) Harald Palzer,Putzbrunn,,False,114126731,True,48.07799,11.71089,15,385000.0,False,2.0,64.0,"Sonnige 2-Zimmer-Wohnung mit 2 Balkonen, EBK und TG-Stellplatz in Bestlage Putzbrunn",https://www.immobilienscout24.de/expose/114126731,85640
104,,,True,True,München (Kreis),Judit Mielert,Unterhaching,,False,114105528,True,,,11,535000.0,False,3.0,85.87,"Unterhaching: schöne, top rennovierte  3-Zimmer-Wohnung mit Süd-Loggia",https://www.immobilienscout24.de/expose/114105528,82008
105,,,True,False,München (Kreis),Markus Dohr,Pullach im Isartal,,False,114023654,False,,,18,599000.0,False,2.0,76.37,Dachgeschoss-Maisonette-Wohnung mit Dachterrasse für Anspruchsvolle,https://www.immobilienscout24.de/expose/114023654,82049
106,,,True,True,München (Kreis),,Unterschleißheim,,False,113763970,True,,,3,465000.0,True,4.0,94.0,Top Kapitalage - Exklusive 4-Zimmer-Wohnung in Unterschleißheim,https://www.immobilienscout24.de/expose/113763970,85716
